PID,prompt_length,complexity,data_type,module,num_tokens,num_sentences,lexical_diversity,readability,noun_ratio,verb_ratio,adjective_ratio,num_named_entities,contains_table,contains_list,redundancy_score,compression_ratio,contains_numbers,contains_chain_of_thought,contains_output_constraints,is_multi_turn
0,69,Medium,Tables,GPT,14,1,0.9285714285714286,9.5,0.2857142857142857,0.14285714285714285,0.0,2,False,False,1,4.928571428571429,False,False,False,False
1,69,Simple,Numerical Data,GPT,13,1,0.9230769230769231,9.2,0.23076923076923078,0.15384615384615385,0.07692307692307693,0,False,False,1,5.3076923076923075,False,False,False,False
2,60,Complex,Graphs & Charts,GPT,12,1,0.8333333333333334,6.4,0.16666666666666666,0.16666666666666666,0.0,1,False,False,1,5.0,False,False,False,False
3,80,Simple,Dates & Timestamps,GPT,14,1,0.9285714285714286,8.0,0.21428571428571427,0.21428571428571427,0.0,0,False,False,1,5.714285714285714,False,False,False,False
4,71,Medium,Equations & Formulas,GPT,12,1,0.9166666666666666,9.9,0.25,0.16666666666666666,0.0,1,False,False,1,5.916666666666667,False,False,False,False
5,91,Medium,Tables,GPT,17,1,0.9411764705882353,10.3,0.17647058823529413,0.17647058823529413,0.058823529411764705,0,False,False,2,5.352941176470588,False,False,False,False
6,91,Medium,Numerical Data,GPT,16,1,1.0,12.3,0.1875,0.1875,0.0625,0,False,False,0,5.6875,False,False,False,False
7,70,Complex,Graphs & Charts,GPT,13,1,0.8461538461538461,6.8,0.23076923076923078,0.15384615384615385,0.0,0,False,False,1,5.384615384615385,False,False,False,False
8,74,Simple,Dates & Timestamps,GPT,14,1,0.8571428571428571,9.2,0.14285714285714285,0.21428571428571427,0.0,1,False,False,1,5.285714285714286,False,False,False,False
9,66,Medium,Equations & Formulas,GPT,11,1,0.9090909090909091,10.7,0.2727272727272727,0.18181818181818182,0.0,0,False,False,1,6.0,False,False,False,False
10,81,Medium,Tables,GPT,14,1,1.0,10.3,0.14285714285714285,0.2857142857142857,0.0,0,False,False,1,5.785714285714286,False,False,False,False
11,89,Simple,Numerical Data,GPT,15,1,1.0,14.3,0.2,0.2,0.13333333333333333,0,False,False,0,5.933333333333334,False,False,False,False
12,61,Complex,Graphs & Charts,GPT,13,1,0.8461538461538461,6.4,0.15384615384615385,0.15384615384615385,0.0,1,False,False,1,4.6923076923076925,False,False,False,False
13,66,Simple,Dates & Timestamps,GPT,12,1,0.9166666666666666,6.0,0.25,0.16666666666666666,0.0,0,False,False,1,5.5,False,False,False,False
14,62,Medium,Equations & Formulas,GPT,11,1,0.9090909090909091,8.4,0.2727272727272727,0.18181818181818182,0.0,0,False,False,1,5.636363636363637,False,False,False,False
15,76,Medium,Tables,GPT,14,1,0.9285714285714286,7.2,0.21428571428571427,0.14285714285714285,0.14285714285714285,0,False,False,2,5.428571428571429,False,False,False,False
16,79,Simple,Numerical Data,GPT,14,1,1.0,15.1,0.14285714285714285,0.21428571428571427,0.14285714285714285,1,False,False,0,5.642857142857143,False,False,False,False
17,66,Complex,Graphs & Charts,GPT,13,1,0.8461538461538461,6.4,0.23076923076923078,0.15384615384615385,0.0,0,False,False,1,5.076923076923077,False,False,False,False
18,63,Simple,Dates & Timestamps,GPT,11,1,0.9090909090909091,6.0,0.2727272727272727,0.18181818181818182,0.0,0,False,False,1,5.7272727272727275,False,False,False,False
19,67,Medium,Equations & Formulas,GPT,12,1,0.9166666666666666,7.6,0.3333333333333333,0.16666666666666666,0.0,0,False,False,1,5.583333333333333,False,False,False,False
20,80,Medium,Tables,GPT,14,1,1.0,10.3,0.14285714285714285,0.2857142857142857,0.0,0,False,False,1,5.714285714285714,False,False,False,False
21,59,Simple,Numerical Data,GPT,11,1,1.0,9.6,0.2727272727272727,0.18181818181818182,0.09090909090909091,0,False,False,0,5.363636363636363,False,False,False,False
22,66,Complex,Graphs & Charts,GPT,13,1,0.8461538461538461,6.4,0.23076923076923078,0.15384615384615385,0.0,0,False,False,1,5.076923076923077,False,False,False,False
23,58,Simple,Dates & Timestamps,GPT,11,1,0.9090909090909091,6.0,0.18181818181818182,0.18181818181818182,0.0,1,False,False,1,5.2727272727272725,False,False,False,False
24,71,Medium,Equations & Formulas,GPT,12,1,0.9166666666666666,9.9,0.25,0.16666666666666666,0.0,0,False,False,1,5.916666666666667,False,False,False,False
25,72,Medium,Tables,GPT,13,1,0.9230769230769231,8.8,0.23076923076923078,0.23076923076923078,0.07692307692307693,0,False,False,1,5.538461538461538,False,False,False,False
26,64,Simple,Numerical Data,GPT,11,1,1.0,13.1,0.18181818181818182,0.18181818181818182,0.09090909090909091,1,False,False,0,5.818181818181818,False,False,False,False
27,66,Complex,Graphs & Charts,GPT,13,1,0.8461538461538461,6.4,0.23076923076923078,0.15384615384615385,0.0,0,False,False,1,5.076923076923077,False,False,False,False
28,64,Simple,Dates & Timestamps,GPT,12,1,0.9166666666666666,4.0,0.3333333333333333,0.16666666666666666,0.0,0,False,False,1,5.333333333333333,False,False,False,False
29,66,Medium,Equations & Formulas,GPT,11,1,0.9090909090909091,10.7,0.2727272727272727,0.18181818181818182,0.0,0,False,False,1,6.0,False,False,False,False
30,70,Medium,Tables,GPT,13,1,0.9230769230769231,8.8,0.23076923076923078,0.23076923076923078,0.07692307692307693,0,False,False,1,5.384615384615385,False,False,False,False
31,79,Simple,Numerical Data,GPT,14,1,1.0,15.1,0.14285714285714285,0.21428571428571427,0.14285714285714285,1,False,False,0,5.642857142857143,False,False,False,False
32,66,Complex,Graphs & Charts,GPT,13,1,0.8461538461538461,6.4,0.23076923076923078,0.15384615384615385,0.0,0,False,False,1,5.076923076923077,False,False,False,False
33,69,Simple,Dates & Timestamps,GPT,12,1,0.9166666666666666,6.4,0.25,0.16666666666666666,0.0,1,False,False,1,5.75,False,False,False,False
34,67,Medium,Equations & Formulas,GPT,12,1,0.9166666666666666,7.6,0.3333333333333333,0.16666666666666666,0.0,0,False,False,1,5.583333333333333,False,False,False,False
35,70,Medium,Tables,GPT,13,1,0.9230769230769231,8.8,0.23076923076923078,0.23076923076923078,0.07692307692307693,0,False,False,1,5.384615384615385,False,False,False,False
36,53,Simple,Numerical Data,GPT,10,1,1.0,12.7,0.1,0.2,0.1,1,False,False,0,5.3,False,False,False,False
37,66,Complex,Graphs & Charts,GPT,13,1,0.8461538461538461,6.4,0.23076923076923078,0.15384615384615385,0.0,0,False,False,1,5.076923076923077,False,False,False,False
38,68,Simple,Dates & Timestamps,GPT,12,1,0.9166666666666666,6.4,0.25,0.16666666666666666,0.0,0,False,False,1,5.666666666666667,False,False,False,False
39,62,Medium,Equations & Formulas,GPT,11,1,0.9090909090909091,8.4,0.2727272727272727,0.18181818181818182,0.0,0,False,False,1,5.636363636363637,False,False,False,False
40,73,Medium,Tables,GPT,13,1,0.9230769230769231,8.8,0.23076923076923078,0.23076923076923078,0.07692307692307693,0,False,False,1,5.615384615384615,False,False,False,False
41,64,Simple,Numerical Data,GPT,11,1,1.0,13.1,0.18181818181818182,0.18181818181818182,0.09090909090909091,1,False,False,0,5.818181818181818,False,False,False,False
42,66,Complex,Graphs & Charts,GPT,13,1,0.8461538461538461,6.4,0.23076923076923078,0.15384615384615385,0.0,0,False,False,1,5.076923076923077,False,False,False,False
43,64,Simple,Dates & Timestamps,GPT,12,1,0.9166666666666666,4.0,0.3333333333333333,0.16666666666666666,0.0,0,False,False,1,5.333333333333333,False,False,False,False
44,66,Medium,Equations & Formulas,GPT,11,1,0.9090909090909091,10.7,0.2727272727272727,0.18181818181818182,0.0,0,False,False,1,6.0,False,False,False,False
45,72,Medium,Tables,GPT,13,1,0.9230769230769231,8.8,0.23076923076923078,0.23076923076923078,0.07692307692307693,0,False,False,1,5.538461538461538,False,False,False,False
46,79,Simple,Numerical Data,GPT,14,1,1.0,15.1,0.14285714285714285,0.21428571428571427,0.14285714285714285,1,False,False,0,5.642857142857143,False,False,False,False
47,66,Complex,Graphs & Charts,GPT,13,1,0.8461538461538461,6.4,0.23076923076923078,0.15384615384615385,0.0,0,False,False,1,5.076923076923077,False,False,False,False
48,69,Simple,Dates & Timestamps,GPT,12,1,0.9166666666666666,6.4,0.25,0.16666666666666666,0.0,1,False,False,1,5.75,False,False,False,False
49,67,Medium,Equations & Formulas,GPT,12,1,0.9166666666666666,7.6,0.3333333333333333,0.16666666666666666,0.0,0,False,False,1,5.583333333333333,False,False,False,False
50,70,Medium,Tables,GPT,13,1,0.9230769230769231,8.8,0.23076923076923078,0.23076923076923078,0.07692307692307693,0,False,False,1,5.384615384615385,False,False,False,False
51,53,Simple,Numerical Data,GPT,10,1,1.0,12.7,0.1,0.2,0.1,1,False,False,0,5.3,False,False,False,False
52,66,Complex,Graphs & Charts,GPT,13,1,0.8461538461538461,6.4,0.23076923076923078,0.15384615384615385,0.0,0,False,False,1,5.076923076923077,False,False,False,False
53,68,Simple,Dates & Timestamps,GPT,12,1,0.9166666666666666,6.4,0.25,0.16666666666666666,0.0,0,False,False,1,5.666666666666667,False,False,False,False
54,62,Medium,Equations & Formulas,GPT,11,1,0.9090909090909091,8.4,0.2727272727272727,0.18181818181818182,0.0,0,False,False,1,5.636363636363637,False,False,False,False
55,56,Simple,Numerical Data,Claude,11,1,1.0,7.2,0.36363636363636365,0.18181818181818182,0.0,0,False,False,0,5.090909090909091,False,False,False,False
56,43,Simple,Numerical Data,Claude,11,1,1.0,6.4,0.45454545454545453,0.18181818181818182,0.0,0,False,False,1,3.909090909090909,False,False,False,False
57,63,Simple,Numerical Data,Claude,11,1,1.0,8.4,0.36363636363636365,0.09090909090909091,0.0,1,False,False,0,5.7272727272727275,True,False,False,False
58,58,Medium,Numerical Data,Claude,12,1,0.9166666666666666,7.6,0.3333333333333333,0.16666666666666666,0.08333333333333333,0,False,False,1,4.833333333333333,False,False,False,False
59,59,Medium,Numerical Data,Claude,11,1,1.0,8.4,0.36363636363636365,0.09090909090909091,0.0,1,False,True,1,5.363636363636363,True,False,False,False
60,60,Medium,Numerical Data,Claude,8,1,1.0,19.0,0.375,0.125,0.0,1,False,False,0,7.5,False,False,False,False
61,48,Medium,Numerical Data,Claude,9,1,1.0,10.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0,False,False,1,5.333333333333333,False,False,False,False
62,59,Medium,Numerical Data,Claude,11,1,1.0,8.4,0.45454545454545453,0.09090909090909091,0.0,0,False,False,1,5.363636363636363,False,False,False,False
63,78,Medium,Numerical Data,Claude,15,1,1.0,14.3,0.3333333333333333,0.13333333333333333,0.0,0,False,False,0,5.2,False,False,False,False
64,62,Medium,Numerical Data,Claude,15,1,0.8666666666666667,10.0,0.2,0.06666666666666667,0.2,0,False,False,0,4.133333333333334,False,False,False,False
65,48,Medium,Numerical Data,Claude,10,1,1.0,9.6,0.4,0.1,0.0,0,False,False,1,4.8,False,False,False,False
66,53,Simple,Numerical Data,Claude,9,1,1.0,14.7,0.2222222222222222,0.3333333333333333,0.0,0,False,False,0,5.888888888888889,False,False,False,False
67,81,Simple,Numerical Data,Claude,14,1,1.0,13.1,0.35714285714285715,0.14285714285714285,0.07142857142857142,0,False,False,1,5.785714285714286,False,False,False,False
68,60,Simple,Numerical Data,Claude,12,1,1.0,7.6,0.3333333333333333,0.16666666666666666,0.08333333333333333,0,False,False,1,5.0,False,False,False,False
69,59,Simple,Numerical Data,Claude,12,1,1.0,6.4,0.3333333333333333,0.16666666666666666,0.08333333333333333,0,False,False,1,4.916666666666667,False,False,False,False
70,43,Simple,Numerical Data,Claude,9,1,1.0,6.4,0.3333333333333333,0.1111111111111111,0.0,0,False,False,0,4.777777777777778,False,False,False,False
71,40,Simple,Numerical Data,Claude,9,1,1.0,5.2,0.3333333333333333,0.2222222222222222,0.0,0,False,False,1,4.444444444444445,False,False,False,False
72,41,Simple,Numerical Data,Claude,9,1,1.0,5.2,0.3333333333333333,0.2222222222222222,0.0,0,False,False,1,4.555555555555555,False,False,False,False
73,38,Simple,Numerical Data,Claude,8,1,1.0,7.2,0.375,0.125,0.0,0,False,False,1,4.75,False,False,False,False
74,64,Simple,Numerical Data,Claude,11,1,0.9090909090909091,10.7,0.36363636363636365,0.18181818181818182,0.09090909090909091,0,False,False,1,5.818181818181818,False,False,False,False
75,49,Simple,Numerical Data,Claude,9,1,1.0,6.4,0.4444444444444444,0.1111111111111111,0.0,0,False,False,1,5.444444444444445,False,False,False,False
76,53,Simple,Numerical Data,Claude,10,1,1.0,10.3,0.3,0.1,0.2,0,False,False,1,5.3,False,False,False,False
77,37,Medium,Numerical Data,Claude,8,1,1.0,6.0,0.375,0.125,0.0,0,False,False,1,4.625,False,False,False,False
78,37,Medium,Numerical Data,Claude,8,1,1.0,7.2,0.375,0.125,0.0,0,False,False,1,4.625,False,False,False,False
79,62,Medium,Numerical Data,Claude,11,1,1.0,9.6,0.36363636363636365,0.09090909090909091,0.09090909090909091,0,False,False,1,5.636363636363637,False,False,False,False
80,48,Medium,Numerical Data,Claude,10,1,1.0,10.7,0.4,0.1,0.0,0,False,False,1,4.8,False,False,False,False
81,66,Medium,Numerical Data,Claude,15,1,0.8666666666666667,9.6,0.3333333333333333,0.13333333333333333,0.0,0,False,False,2,4.4,False,False,False,False
82,50,Simple,Numerical Data,Claude,9,1,1.0,12.3,0.2222222222222222,0.2222222222222222,0.1111111111111111,0,False,False,1,5.555555555555555,False,False,False,False
83,47,Simple,Numerical Data,Claude,9,1,1.0,6.4,0.3333333333333333,0.1111111111111111,0.1111111111111111,0,False,False,1,5.222222222222222,False,False,False,False
84,54,Simple,Numerical Data,Claude,10,1,1.0,11.5,0.4,0.1,0.0,0,False,False,1,5.4,False,False,False,False
85,58,Complex,Numerical Data,Claude,9,1,1.0,15.9,0.3333333333333333,0.1111111111111111,0.1111111111111111,0,False,False,1,6.444444444444445,False,False,False,False
86,64,Simple,Numerical Data,Claude,9,1,1.0,17.0,0.3333333333333333,0.1111111111111111,0.0,2,False,False,0,7.111111111111111,False,False,False,False
87,65,Simple,Numerical Data,Claude,9,1,1.0,17.0,0.3333333333333333,0.1111111111111111,0.0,2,False,False,0,7.222222222222222,False,False,False,False
88,64,Complex,Numerical Data,Claude,12,1,1.0,12.7,0.4166666666666667,0.08333333333333333,0.0,0,False,False,2,5.333333333333333,False,False,False,False
89,100,Complex,Numerical Data,Claude,13,1,0.9230769230769231,19.8,0.3076923076923077,0.15384615384615385,0.15384615384615385,1,False,False,1,7.6923076923076925,False,False,False,False
90,47,Complex,Numerical Data,Claude,8,1,1.0,14.3,0.375,0.125,0.0,0,False,False,1,5.875,False,False,False,False
91,83,Complex,Numerical Data,Claude,13,1,0.9230769230769231,15.5,0.3076923076923077,0.15384615384615385,0.15384615384615385,1,False,False,1,6.384615384615385,False,False,False,False
92,55,Medium,Numerical Data,Claude,9,1,1.0,12.3,0.3333333333333333,0.1111111111111111,0.0,1,False,False,0,6.111111111111111,False,False,False,False
93,67,Complex,Numerical Data,Claude,14,1,0.9285714285714286,9.9,0.2857142857142857,0.07142857142857142,0.07142857142857142,1,False,False,1,4.785714285714286,False,False,False,False
94,54,Simple,Numerical Data,Claude,11,1,0.9090909090909091,6.0,0.36363636363636365,0.09090909090909091,0.09090909090909091,0,False,False,1,4.909090909090909,False,False,False,False
95,62,Simple,Numerical Data,Claude,13,1,1.0,8.4,0.23076923076923078,0.07692307692307693,0.07692307692307693,1,False,False,0,4.769230769230769,False,False,False,False
96,52,Simple,Numerical Data,Claude,12,1,1.0,6.8,0.16666666666666666,0.08333333333333333,0.16666666666666666,1,False,False,0,4.333333333333333,False,False,False,False
97,47,Simple,Numerical Data,Claude,8,1,1.0,10.7,0.375,0.125,0.0,0,False,False,0,5.875,False,False,False,False
98,55,Simple,Numerical Data,Claude,12,1,1.0,8.0,0.25,0.08333333333333333,0.0,0,False,False,0,4.583333333333333,False,False,False,False
99,40,Simple,Numerical Data,Claude,8,1,1.0,6.0,0.375,0.125,0.0,0,False,False,0,5.0,False,False,False,False
100,68,Complex,Numerical Data,Claude,14,1,1.0,9.9,0.21428571428571427,0.07142857142857142,0.14285714285714285,0,False,False,1,4.857142857142857,False,False,False,False
101,74,Simple,Numerical Data,Claude,13,1,1.0,10.3,0.3076923076923077,0.15384615384615385,0.15384615384615385,0,False,False,0,5.6923076923076925,False,False,False,False
102,83,Simple,Numerical Data,Claude,15,1,0.8,16.2,0.2,0.13333333333333333,0.06666666666666667,1,False,False,1,5.533333333333333,False,False,False,False
103,45,Simple,Numerical Data,Claude,10,1,1.0,7.2,0.2,0.2,0.0,0,False,False,0,4.5,False,False,False,False
104,69,Simple,Numerical Data,Claude,14,1,0.8571428571428571,13.9,0.42857142857142855,0.07142857142857142,0.07142857142857142,0,False,False,1,4.928571428571429,False,False,False,False
105,94,Medium,"['Text', 'Numerical Data', 'Graphs & Charts']",Mistral,16,1,1.0,10.3,0.375,0.125,0.1875,2,False,False,1,5.875,False,False,False,False
106,94,Complex,"['Tables', 'Graphs & Charts', 'Numerical Data']",Mistral,16,1,1.0,10.3,0.3125,0.0625,0.25,2,False,False,1,5.875,False,False,False,False
107,71,Simple,"['Text', 'Graphs & Charts']",Mistral,11,1,1.0,13.1,0.2727272727272727,0.18181818181818182,0.2727272727272727,1,False,False,1,6.454545454545454,False,False,False,False
108,113,Complex,"['Text', 'Tables', 'Numerical Data', 'Graphs & Charts']",Mistral,17,1,0.9411764705882353,17.0,0.29411764705882354,0.11764705882352941,0.29411764705882354,1,False,False,1,6.647058823529412,False,False,False,False
109,82,Medium,"['Text', 'Graphs & Charts']",Mistral,12,1,1.0,13.5,0.5,0.08333333333333333,0.08333333333333333,1,False,False,1,6.833333333333333,False,False,False,False
110,97,Medium,"['Tables', 'Graphs & Charts', 'Numerical Data']",Mistral,15,1,1.0,17.4,0.4,0.06666666666666667,0.26666666666666666,1,False,False,1,6.466666666666667,False,False,False,False
111,74,Simple,"['Text', 'Graphs & Charts']",Mistral,12,1,1.0,12.3,0.4166666666666667,0.08333333333333333,0.16666666666666666,1,False,False,1,6.166666666666667,False,False,False,False
112,98,Complex,"['Text', 'Numerical Data', 'Graphs & Charts']",Mistral,16,1,0.9375,14.3,0.3125,0.125,0.125,1,False,False,1,6.125,False,False,False,False
113,73,Medium,"['Graphs & Charts', 'Numerical Data']",Mistral,12,1,1.0,9.9,0.3333333333333333,0.08333333333333333,0.25,1,False,False,1,6.083333333333333,False,False,False,False
114,73,Medium,"['Text', 'Tables', 'Numerical Data']",Mistral,12,1,1.0,11.1,0.5,0.08333333333333333,0.08333333333333333,1,False,False,1,6.083333333333333,False,False,False,False
115,73,Complex,"['Text', 'Graphs & Charts', 'Numerical Data']",Mistral,14,1,1.0,9.9,0.35714285714285715,0.07142857142857142,0.2857142857142857,0,False,False,1,5.214285714285714,False,False,False,False
116,80,Complex,"['Text', 'Tables', 'Graphs & Charts', 'Numerical Data']",Mistral,14,1,0.9285714285714286,12.3,0.42857142857142855,0.07142857142857142,0.07142857142857142,1,False,False,1,5.714285714285714,False,False,False,False
117,68,Medium,"['Text', 'Graphs & Charts', 'Numerical Data']",Mistral,12,1,1.0,7.6,0.4166666666666667,0.08333333333333333,0.16666666666666666,1,False,False,1,5.666666666666667,False,False,False,False
118,66,Simple,"['Text', 'Graphs & Charts']",Mistral,11,1,1.0,11.9,0.36363636363636365,0.09090909090909091,0.18181818181818182,1,False,False,1,6.0,False,False,False,False
119,79,Medium,"['Tables', 'Graphs & Charts', 'Numerical Data']",Mistral,14,1,1.0,13.5,0.42857142857142855,0.07142857142857142,0.21428571428571427,1,False,False,1,5.642857142857143,False,False,False,False
120,78,Complex,"['Text', 'Graphs & Charts']",Mistral,12,1,1.0,11.1,0.4166666666666667,0.08333333333333333,0.16666666666666666,1,False,False,1,6.5,False,False,False,False
121,71,Medium,"['Text', 'Graphs & Charts']",Mistral,12,1,1.0,8.8,0.5,0.08333333333333333,0.08333333333333333,1,False,False,1,5.916666666666667,False,False,False,False
122,71,Simple,"['Text', 'Numerical Data']",Mistral,12,1,1.0,11.1,0.3333333333333333,0.08333333333333333,0.25,1,False,False,1,5.916666666666667,False,False,False,False
123,75,Medium,"['Graphs & Charts', 'Numerical Data']",Mistral,14,1,1.0,13.5,0.2857142857142857,0.07142857142857142,0.35714285714285715,1,False,False,1,5.357142857142857,False,False,False,False
124,73,Complex,"['Text', 'Tables', 'Numerical Data']",Mistral,12,1,1.0,11.1,0.4166666666666667,0.08333333333333333,0.16666666666666666,1,False,False,1,6.083333333333333,False,False,False,False
125,67,Medium,"['Text', 'Graphs & Charts']",Mistral,11,1,1.0,8.4,0.45454545454545453,0.09090909090909091,0.09090909090909091,1,False,False,1,6.090909090909091,False,False,False,False
126,75,Simple,"['Numerical Data', 'Graphs & Charts']",Mistral,12,1,1.0,13.5,0.3333333333333333,0.08333333333333333,0.25,1,False,False,1,6.25,False,False,False,False
127,70,Medium,"['Text', 'Graphs & Charts']",Mistral,13,1,1.0,11.9,0.38461538461538464,0.07692307692307693,0.23076923076923078,1,False,False,1,5.384615384615385,False,False,False,False
128,80,Complex,"['Text', 'Tables', 'Numerical Data']",Mistral,12,1,1.0,12.3,0.4166666666666667,0.08333333333333333,0.16666666666666666,1,False,False,1,6.666666666666667,False,False,False,False
129,74,Medium,"['Graphs & Charts', 'Numerical Data']",Mistral,12,1,1.0,9.9,0.3333333333333333,0.08333333333333333,0.25,1,False,False,1,6.166666666666667,False,False,False,False
130,72,Simple,"['Text', 'Numerical Data']",Mistral,12,1,1.0,13.5,0.3333333333333333,0.08333333333333333,0.25,1,False,False,1,6.0,False,False,False,False
131,73,Medium,"['Text', 'Graphs & Charts', 'Numerical Data']",Mistral,14,1,1.0,9.9,0.35714285714285715,0.07142857142857142,0.2857142857142857,1,False,False,1,5.214285714285714,False,False,False,False
132,75,Complex,"['Text', 'Tables', 'Numerical Data']",Mistral,12,1,1.0,12.3,0.5,0.08333333333333333,0.08333333333333333,1,False,False,1,6.25,False,False,False,False
133,63,Medium,"['Text', 'Graphs & Charts']",Mistral,11,1,1.0,7.2,0.45454545454545453,0.09090909090909091,0.09090909090909091,1,False,False,1,5.7272727272727275,False,False,False,False
134,71,Simple,"['Text', 'Numerical Data']",Mistral,12,1,1.0,11.1,0.3333333333333333,0.08333333333333333,0.25,1,False,False,1,5.916666666666667,False,False,False,False
135,75,Medium,"['Graphs & Charts', 'Numerical Data']",Mistral,14,1,1.0,13.5,0.2857142857142857,0.07142857142857142,0.35714285714285715,1,False,False,1,5.357142857142857,False,False,False,False
136,73,Complex,"['Text', 'Tables', 'Numerical Data']",Mistral,12,1,1.0,11.1,0.4166666666666667,0.08333333333333333,0.16666666666666666,1,False,False,1,6.083333333333333,False,False,False,False
137,67,Medium,"['Text', 'Graphs & Charts']",Mistral,11,1,1.0,8.4,0.45454545454545453,0.09090909090909091,0.09090909090909091,1,False,False,1,6.090909090909091,False,False,False,False
138,75,Simple,"['Numerical Data', 'Graphs & Charts']",Mistral,12,1,1.0,13.5,0.3333333333333333,0.08333333333333333,0.25,1,False,False,1,6.25,False,False,False,False
139,70,Medium,"['Text', 'Graphs & Charts']",Mistral,13,1,1.0,11.9,0.38461538461538464,0.07692307692307693,0.23076923076923078,1,False,False,1,5.384615384615385,False,False,False,False
140,80,Complex,"['Text', 'Tables', 'Numerical Data']",Mistral,12,1,1.0,12.3,0.4166666666666667,0.08333333333333333,0.16666666666666666,1,False,False,1,6.666666666666667,False,False,False,False
141,74,Medium,"['Graphs & Charts', 'Numerical Data']",Mistral,12,1,1.0,9.9,0.3333333333333333,0.08333333333333333,0.25,1,False,False,1,6.166666666666667,False,False,False,False
142,72,Simple,"['Text', 'Numerical Data']",Mistral,12,1,1.0,13.5,0.3333333333333333,0.08333333333333333,0.25,1,False,False,1,6.0,False,False,False,False
143,73,Medium,"['Text', 'Graphs & Charts', 'Numerical Data']",Mistral,14,1,1.0,9.9,0.35714285714285715,0.07142857142857142,0.2857142857142857,1,False,False,1,5.214285714285714,False,False,False,False
144,75,Complex,"['Text', 'Tables', 'Numerical Data']",Mistral,12,1,1.0,12.3,0.5,0.08333333333333333,0.08333333333333333,1,False,False,1,6.25,False,False,False,False
145,63,Medium,"['Text', 'Graphs & Charts']",Mistral,11,1,1.0,7.2,0.45454545454545453,0.09090909090909091,0.09090909090909091,1,False,False,1,5.7272727272727275,False,False,False,False
146,71,Simple,"['Text', 'Numerical Data']",Mistral,12,1,1.0,11.1,0.3333333333333333,0.08333333333333333,0.25,1,False,False,1,5.916666666666667,False,False,False,False
147,75,Medium,"['Graphs & Charts', 'Numerical Data']",Mistral,14,1,1.0,13.5,0.2857142857142857,0.07142857142857142,0.35714285714285715,1,False,False,1,5.357142857142857,False,False,False,False
148,73,Complex,"['Text', 'Tables', 'Numerical Data']",Mistral,12,1,1.0,11.1,0.4166666666666667,0.08333333333333333,0.16666666666666666,1,False,False,1,6.083333333333333,False,False,False,False
149,67,Medium,"['Text', 'Graphs & Charts']",Mistral,11,1,1.0,8.4,0.45454545454545453,0.09090909090909091,0.09090909090909091,1,False,False,1,6.090909090909091,False,False,False,False
150,75,Simple,"['Numerical Data', 'Graphs & Charts']",Mistral,12,1,1.0,13.5,0.3333333333333333,0.08333333333333333,0.25,1,False,False,1,6.25,False,False,False,False
151,70,Medium,"['Text', 'Graphs & Charts']",Mistral,13,1,1.0,11.9,0.38461538461538464,0.07692307692307693,0.23076923076923078,1,False,False,1,5.384615384615385,False,False,False,False
152,80,Complex,"['Text', 'Tables', 'Numerical Data']",Mistral,12,1,1.0,12.3,0.4166666666666667,0.08333333333333333,0.16666666666666666,1,False,False,1,6.666666666666667,False,False,False,False
153,74,Medium,"['Graphs & Charts', 'Numerical Data']",Mistral,12,1,1.0,9.9,0.3333333333333333,0.08333333333333333,0.25,1,False,False,1,6.166666666666667,False,False,False,False
154,72,Simple,"['Text', 'Numerical Data']",Mistral,12,1,1.0,13.5,0.3333333333333333,0.08333333333333333,0.25,1,False,False,1,6.0,False,False,False,False
155,73,Medium,"['Text', 'Graphs & Charts', 'Numerical Data']",Mistral,14,1,1.0,9.9,0.35714285714285715,0.07142857142857142,0.2857142857142857,1,False,False,1,5.214285714285714,False,False,False,False
156,75,Complex,"['Text', 'Tables', 'Numerical Data']",Mistral,12,1,1.0,12.3,0.5,0.08333333333333333,0.08333333333333333,1,False,False,1,6.25,False,False,False,False
157,63,Medium,"['Text', 'Graphs & Charts']",Mistral,11,1,1.0,7.2,0.45454545454545453,0.09090909090909091,0.09090909090909091,1,False,False,1,5.7272727272727275,False,False,False,False
