PID,prompt_length,complexity,data_type,module,num_tokens,num_sentences,lexical_diversity,readability,noun_ratio,verb_ratio,adjective_ratio,num_named_entities,contains_table,contains_list,redundancy_score,compression_ratio,contains_numbers,contains_chain_of_thought,contains_output_constraints,is_multi_turn
158,71,Simple,"['Text', 'Numerical Data']",Mistral,12,1,1.0,11.1,0.3333333333333333,0.08333333333333333,0.25,1,False,False,1,5.916666666666667,False,False,False,False
159,75,Medium,"['Graphs & Charts', 'Numerical Data']",Mistral,14,1,1.0,13.5,0.2857142857142857,0.07142857142857142,0.35714285714285715,1,False,False,1,5.357142857142857,False,False,False,False
160,73,Complex,"['Text', 'Tables', 'Numerical Data']",Mistral,12,1,1.0,11.1,0.4166666666666667,0.08333333333333333,0.16666666666666666,1,False,False,1,6.083333333333333,False,False,False,False
161,67,Medium,"['Text', 'Graphs & Charts']",Mistral,11,1,1.0,8.4,0.45454545454545453,0.09090909090909091,0.09090909090909091,1,False,False,1,6.090909090909091,False,False,False,False
162,75,Simple,"['Numerical Data', 'Graphs & Charts']",Mistral,12,1,1.0,13.5,0.3333333333333333,0.08333333333333333,0.25,1,False,False,1,6.25,False,False,False,False
163,70,Medium,"['Text', 'Graphs & Charts']",Mistral,13,1,1.0,11.9,0.38461538461538464,0.07692307692307693,0.23076923076923078,1,False,False,1,5.384615384615385,False,False,False,False
164,66,Simple,Text,llma,12,1,0.9166666666666666,6.4,0.3333333333333333,0.0,0.16666666666666666,0,False,False,1,5.5,False,False,False,False
165,56,Medium,Text,llma,11,1,1.0,4.8,0.36363636363636365,0.09090909090909091,0.09090909090909091,0,False,False,0,5.090909090909091,False,False,False,False
166,58,Simple,Text,llma,11,1,0.9090909090909091,10.7,0.2727272727272727,0.18181818181818182,0.0,0,False,False,1,5.2727272727272725,False,False,False,False
167,79,Complex,Text,llma,15,1,0.8666666666666667,8.8,0.26666666666666666,0.06666666666666667,0.06666666666666667,0,False,False,1,5.266666666666667,False,False,False,False
168,55,Simple,Numerical Data,llma,11,1,0.9090909090909091,6.0,0.18181818181818182,0.09090909090909091,0.18181818181818182,1,False,False,1,5.0,False,False,False,False
169,57,Medium,Text,llma,11,1,0.9090909090909091,6.0,0.2727272727272727,0.0,0.09090909090909091,1,False,False,1,5.181818181818182,False,False,False,False
170,52,Simple,Numerical Data,llma,10,1,1.0,8.0,0.4,0.0,0.0,0,False,False,0,5.2,False,False,False,False
171,63,Medium,Text,llma,11,1,0.9090909090909091,8.4,0.2727272727272727,0.09090909090909091,0.09090909090909091,0,False,False,1,5.7272727272727275,False,False,False,False
172,49,Simple,Numerical Data,llma,10,1,0.9,3.3,0.2,0.1,0.1,0,False,False,1,4.9,False,False,False,False
173,67,Complex,Text,llma,10,1,1.0,16.2,0.3,0.1,0.1,0,False,False,0,6.7,False,False,False,False
174,64,Medium,Numerical Data,llma,12,1,0.9166666666666666,6.4,0.25,0.08333333333333333,0.08333333333333333,0,False,False,1,5.333333333333333,False,False,False,False
175,70,Simple,Text,llma,14,1,0.9285714285714286,8.4,0.2857142857142857,0.21428571428571427,0.0,0,False,False,1,5.0,False,False,False,False
176,57,Medium,Text,llma,11,1,0.9090909090909091,6.0,0.2727272727272727,0.09090909090909091,0.09090909090909091,0,False,False,1,5.181818181818182,False,False,False,False
177,76,Simple,Numerical Data,llma,15,1,0.8666666666666667,6.4,0.26666666666666666,0.06666666666666667,0.06666666666666667,1,False,False,1,5.066666666666666,False,False,False,False
178,81,Complex,Text,llma,14,1,0.9285714285714286,9.5,0.2857142857142857,0.14285714285714285,0.07142857142857142,0,False,False,1,5.785714285714286,False,False,False,False
179,62,Simple,Numerical Data,llma,11,1,0.9090909090909091,7.2,0.2727272727272727,0.09090909090909091,0.09090909090909091,1,False,False,1,5.636363636363637,False,False,False,False
180,71,Medium,Text,llma,10,1,1.0,15.1,0.4,0.1,0.1,0,False,False,0,7.1,False,False,False,False
181,61,Simple,Numerical Data,llma,12,1,0.9166666666666666,6.4,0.3333333333333333,0.08333333333333333,0.08333333333333333,0,False,False,1,5.083333333333333,False,False,False,False
182,59,Simple,Text,llma,12,1,1.0,6.4,0.16666666666666666,0.16666666666666666,0.0,0,False,False,0,4.916666666666667,False,False,False,False
183,65,Medium,Text,llma,14,1,0.8571428571428571,4.8,0.21428571428571427,0.0,0.14285714285714285,0,False,False,1,4.642857142857143,False,False,False,False
184,57,Simple,Numerical Data,llma,13,1,0.8461538461538461,4.4,0.3076923076923077,0.07692307692307693,0.0,1,False,False,1,4.384615384615385,False,False,False,False
185,57,Complex,Text,llma,10,1,1.0,9.2,0.2,0.1,0.1,0,False,False,1,5.7,False,False,False,False
186,69,Simple,Numerical Data,llma,12,1,0.9166666666666666,8.8,0.3333333333333333,0.08333333333333333,0.08333333333333333,0,False,False,1,5.75,False,False,False,False
187,58,Medium,Text,llma,11,1,0.9090909090909091,8.4,0.18181818181818182,0.09090909090909091,0.18181818181818182,0,False,False,1,5.2727272727272725,False,False,False,False
188,67,Simple,Numerical Data,llma,12,1,0.9166666666666666,7.6,0.3333333333333333,0.08333333333333333,0.08333333333333333,1,False,False,1,5.583333333333333,False,False,False,False
189,54,Simple,Text,llma,11,1,0.9090909090909091,6.0,0.18181818181818182,0.2727272727272727,0.0,0,False,False,1,4.909090909090909,False,False,False,False
190,53,Medium,Text,llma,10,1,1.0,8.0,0.2,0.1,0.1,0,False,False,0,5.3,False,False,False,False
191,66,Simple,Numerical Data,llma,13,1,0.9230769230769231,4.4,0.3076923076923077,0.07692307692307693,0.15384615384615385,1,False,False,1,5.076923076923077,False,False,False,False
192,72,Complex,Text,llma,12,1,1.0,12.3,0.4166666666666667,0.08333333333333333,0.0,0,False,False,1,6.0,False,False,False,False
193,57,Medium,Text,llma,9,1,1.0,14.7,0.3333333333333333,0.1111111111111111,0.1111111111111111,0,False,False,0,6.333333333333333,False,False,False,False
194,63,Simple,Numerical Data,llma,12,1,0.9166666666666666,6.4,0.3333333333333333,0.08333333333333333,0.08333333333333333,1,False,False,1,5.25,False,False,False,False
195,56,Simple,Text,llma,12,1,1.0,5.2,0.25,0.16666666666666666,0.0,0,False,False,0,4.666666666666667,False,False,False,False
196,68,Complex,Text,llma,12,1,0.9166666666666666,8.8,0.25,0.08333333333333333,0.16666666666666666,0,False,False,1,5.666666666666667,False,False,False,False
197,69,Simple,Numerical Data,llma,14,1,0.9285714285714286,7.2,0.21428571428571427,0.07142857142857142,0.21428571428571427,1,False,False,1,4.928571428571429,False,False,False,False
198,58,Medium,Text,llma,12,1,0.9166666666666666,4.0,0.3333333333333333,0.0,0.08333333333333333,0,False,False,1,4.833333333333333,False,False,False,False
199,54,Simple,Numerical Data,llma,10,1,0.9,8.0,0.2,0.1,0.1,1,False,False,1,5.4,False,False,False,False
200,82,Complex,Text,llma,15,1,1.0,11.1,0.2,0.13333333333333333,0.13333333333333333,0,False,False,1,5.466666666666667,False,False,False,False
201,60,Medium,Text,llma,11,1,0.9090909090909091,8.4,0.2727272727272727,0.09090909090909091,0.09090909090909091,0,False,False,1,5.454545454545454,False,False,False,False
202,56,Simple,Numerical Data,llma,11,1,0.9090909090909091,6.0,0.2727272727272727,0.09090909090909091,0.09090909090909091,1,False,False,1,5.090909090909091,False,False,False,False
203,67,Simple,Text,llma,12,1,0.9166666666666666,9.9,0.25,0.08333333333333333,0.16666666666666666,0,False,False,1,5.583333333333333,False,False,False,False
204,68,Simple,Numerical Data,llma,13,1,0.9230769230769231,5.6,0.3076923076923077,0.07692307692307693,0.07692307692307693,1,False,False,1,5.230769230769231,False,False,False,False
205,61,Simple,Text,llma,11,1,1.0,7.2,0.2727272727272727,0.2727272727272727,0.0,0,False,False,1,5.545454545454546,False,False,False,False
206,69,Medium,Text,llma,12,1,0.9166666666666666,7.6,0.25,0.08333333333333333,0.16666666666666666,0,False,False,1,5.75,False,False,False,False
207,63,Simple,Numerical Data,llma,12,1,0.9166666666666666,6.4,0.3333333333333333,0.08333333333333333,0.08333333333333333,1,False,False,1,5.25,False,False,False,False
208,65,Complex,Text,llma,13,1,0.9230769230769231,8.0,0.3076923076923077,0.07692307692307693,0.0,0,False,False,1,5.0,False,False,False,False
209,62,Medium,Text,llma,11,1,0.9090909090909091,8.4,0.2727272727272727,0.0,0.18181818181818182,0,False,False,1,5.636363636363637,False,False,False,False
210,60,Simple,Numerical Data,llma,11,1,0.9090909090909091,7.2,0.2727272727272727,0.09090909090909091,0.09090909090909091,0,False,False,1,5.454545454545454,False,False,False,False
211,58,Simple,Text,llma,11,1,1.0,8.4,0.2727272727272727,0.2727272727272727,0.0,0,False,False,0,5.2727272727272725,False,False,False,False
212,65,Medium,Text,llma,11,1,0.9090909090909091,13.1,0.2727272727272727,0.09090909090909091,0.09090909090909091,0,False,False,1,5.909090909090909,False,False,False,False
213,62,Simple,Numerical Data,llma,12,1,0.9166666666666666,6.4,0.25,0.08333333333333333,0.16666666666666666,1,False,False,1,5.166666666666667,False,False,False,False
214,68,Complex,Text,llma,14,1,0.9285714285714286,7.2,0.2857142857142857,0.07142857142857142,0.07142857142857142,1,False,False,2,4.857142857142857,False,False,False,False
215,66,Medium,Text,llma,11,1,0.9090909090909091,9.6,0.2727272727272727,0.09090909090909091,0.18181818181818182,0,False,False,1,6.0,False,False,False,False
216,59,Simple,Numerical Data,llma,11,1,0.9090909090909091,7.2,0.2727272727272727,0.09090909090909091,0.09090909090909091,1,False,False,1,5.363636363636363,False,False,False,False
217,61,Simple,Text,llma,12,1,1.0,6.4,0.16666666666666666,0.3333333333333333,0.0,0,False,False,0,5.083333333333333,False,False,False,False
218,55,Simple,Text,GPT,10,1,0.9,4.4,0.2,0.1,0.2,1,False,False,1,5.5,False,False,False,False
219,82,Medium,Text,GPT,12,1,1.0,14.7,0.25,0.16666666666666666,0.16666666666666666,0,False,False,0,6.833333333333333,False,False,False,False
220,67,Simple,Text,GPT,12,1,1.0,6.4,0.25,0.16666666666666666,0.08333333333333333,1,False,False,1,5.583333333333333,False,False,False,False
221,80,Medium,Text,GPT,15,1,0.8666666666666667,8.8,0.26666666666666666,0.06666666666666667,0.2,0,False,False,1,5.333333333333333,False,False,False,False
222,82,Simple,Text,GPT,14,1,0.9285714285714286,7.2,0.35714285714285715,0.07142857142857142,0.14285714285714285,1,False,False,1,5.857142857142857,False,False,False,False
223,92,Medium,Text,GPT,14,1,0.9285714285714286,14.3,0.21428571428571427,0.07142857142857142,0.35714285714285715,0,False,False,1,6.571428571428571,False,False,False,False
224,74,Simple,Text,GPT,14,1,0.9285714285714286,7.2,0.2857142857142857,0.07142857142857142,0.14285714285714285,1,False,False,1,5.285714285714286,False,False,False,False
225,81,Medium,Text,GPT,12,1,0.9166666666666666,13.5,0.25,0.08333333333333333,0.25,0,False,False,1,6.75,False,False,False,False
226,70,Simple,Text,GPT,12,1,0.9166666666666666,6.4,0.3333333333333333,0.08333333333333333,0.16666666666666666,1,False,False,1,5.833333333333333,False,False,False,False
227,83,Medium,Text,GPT,14,1,0.9285714285714286,7.2,0.2857142857142857,0.14285714285714285,0.14285714285714285,1,False,False,1,5.928571428571429,False,False,False,False
228,87,Simple,Text,GPT,12,1,0.9166666666666666,15.8,0.25,0.08333333333333333,0.25,0,False,False,1,7.25,False,False,False,False
229,106,Medium,Text,GPT,17,1,0.8823529411764706,14.3,0.29411764705882354,0.058823529411764705,0.17647058823529413,0,False,False,1,6.235294117647059,False,False,False,False
230,68,Simple,Text,GPT,12,1,0.9166666666666666,6.4,0.3333333333333333,0.08333333333333333,0.16666666666666666,1,False,False,1,5.666666666666667,False,False,False,False
231,68,Medium,Text,GPT,10,1,1.0,13.9,0.3,0.1,0.2,0,False,False,0,6.8,False,False,False,False
232,70,Simple,Text,GPT,13,1,1.0,4.4,0.23076923076923078,0.15384615384615385,0.15384615384615385,1,False,False,1,5.384615384615385,False,False,False,False
233,83,Medium,Text,GPT,13,1,0.9230769230769231,10.3,0.38461538461538464,0.07692307692307693,0.15384615384615385,0,False,False,1,6.384615384615385,False,False,False,False
234,85,Simple,Text,GPT,14,1,0.9285714285714286,9.5,0.35714285714285715,0.07142857142857142,0.14285714285714285,1,False,False,1,6.071428571428571,False,False,False,False
235,100,Medium,Text,GPT,14,1,0.9285714285714286,17.8,0.21428571428571427,0.07142857142857142,0.2857142857142857,0,False,False,1,7.142857142857143,False,False,False,False
236,82,Simple,Text,GPT,15,1,0.9333333333333333,8.8,0.3333333333333333,0.06666666666666667,0.13333333333333333,1,False,False,1,5.466666666666667,False,False,False,False
237,79,Medium,Text,GPT,12,1,0.9166666666666666,11.1,0.25,0.08333333333333333,0.25,0,False,False,1,6.583333333333333,False,False,False,False
238,70,Simple,Text,GPT,12,1,0.9166666666666666,6.4,0.3333333333333333,0.08333333333333333,0.16666666666666666,1,False,False,1,5.833333333333333,False,False,False,False
239,88,Medium,Text,GPT,14,1,0.9285714285714286,14.3,0.2857142857142857,0.07142857142857142,0.21428571428571427,0,False,False,1,6.285714285714286,False,False,False,False
240,81,Simple,Text,GPT,14,1,0.9285714285714286,7.2,0.35714285714285715,0.07142857142857142,0.14285714285714285,1,False,False,1,5.785714285714286,False,False,False,False
241,65,Medium,Text,GPT,10,1,1.0,13.9,0.3,0.1,0.2,0,False,False,0,6.5,False,False,False,False
242,77,Simple,Text,GPT,13,1,1.0,8.0,0.23076923076923078,0.15384615384615385,0.15384615384615385,1,False,False,1,5.923076923076923,False,False,False,False
243,80,Medium,Text,GPT,13,1,0.9230769230769231,11.5,0.38461538461538464,0.07692307692307693,0.15384615384615385,0,False,False,1,6.153846153846154,False,False,False,False
244,73,Simple,Text,GPT,12,1,0.9166666666666666,7.6,0.3333333333333333,0.08333333333333333,0.16666666666666666,1,False,False,1,6.083333333333333,False,False,False,False
245,101,Medium,Text,GPT,14,1,0.9285714285714286,15.4,0.2857142857142857,0.07142857142857142,0.21428571428571427,0,False,False,1,7.214285714285714,False,False,False,False
246,96,Simple,Text,GPT,16,1,0.875,13.9,0.3125,0.0625,0.125,0,False,False,1,6.0,False,False,False,False
247,84,Medium,Text,GPT,14,1,0.9285714285714286,8.4,0.35714285714285715,0.07142857142857142,0.14285714285714285,1,False,False,1,6.0,False,False,False,False
248,66,Simple,Text,GPT,11,1,0.9090909090909091,7.2,0.2727272727272727,0.09090909090909091,0.18181818181818182,1,False,False,1,6.0,False,False,False,False
249,83,Medium,Text,GPT,12,1,0.9166666666666666,15.8,0.25,0.08333333333333333,0.25,0,False,False,1,6.916666666666667,False,False,False,False
250,70,Simple,Text,GPT,12,1,0.9166666666666666,6.4,0.3333333333333333,0.08333333333333333,0.16666666666666666,1,False,False,1,5.833333333333333,False,False,False,False
251,75,Medium,Text,GPT,11,1,1.0,16.6,0.36363636363636365,0.09090909090909091,0.18181818181818182,0,False,False,0,6.818181818181818,False,False,False,False
252,73,Simple,Text,GPT,13,1,1.0,5.6,0.23076923076923078,0.15384615384615385,0.15384615384615385,1,False,False,1,5.615384615384615,False,False,False,False
253,80,Medium,Text,GPT,13,1,0.9230769230769231,10.3,0.38461538461538464,0.07692307692307693,0.15384615384615385,0,False,False,1,6.153846153846154,False,False,False,False
254,87,Simple,Text,GPT,14,1,0.9285714285714286,10.7,0.35714285714285715,0.07142857142857142,0.14285714285714285,0,False,False,1,6.214285714285714,False,False,False,False
255,95,Medium,Text,GPT,14,1,0.9285714285714286,15.4,0.21428571428571427,0.07142857142857142,0.2857142857142857,0,False,False,1,6.785714285714286,False,False,False,False
256,85,Simple,Text,GPT,15,1,0.9333333333333333,8.8,0.3333333333333333,0.06666666666666667,0.13333333333333333,1,False,False,1,5.666666666666667,False,False,False,False
257,80,Medium,Text,GPT,12,1,0.9166666666666666,14.7,0.25,0.08333333333333333,0.25,0,False,False,1,6.666666666666667,False,False,False,False
258,73,Simple,Text,GPT,12,1,0.9166666666666666,7.6,0.3333333333333333,0.08333333333333333,0.16666666666666666,0,False,False,1,6.083333333333333,False,False,False,False
259,89,Medium,Text,GPT,14,1,0.9285714285714286,11.9,0.35714285714285715,0.07142857142857142,0.14285714285714285,0,False,False,1,6.357142857142857,False,False,False,False
260,83,Simple,Text,GPT,14,1,0.9285714285714286,8.4,0.35714285714285715,0.07142857142857142,0.14285714285714285,0,False,False,1,5.928571428571429,False,False,False,False
261,83,Medium,Text,GPT,11,1,1.0,17.8,0.36363636363636365,0.09090909090909091,0.18181818181818182,0,False,False,0,7.545454545454546,False,False,False,False
262,81,Simple,Text,GPT,15,1,1.0,9.2,0.2,0.13333333333333333,0.13333333333333333,1,False,False,1,5.4,False,False,False,False
263,81,Medium,Text,GPT,13,1,0.9230769230769231,11.5,0.38461538461538464,0.07692307692307693,0.15384615384615385,0,False,False,1,6.230769230769231,False,False,False,False
264,77,Simple,Text,GPT,14,1,0.9285714285714286,8.8,0.2857142857142857,0.07142857142857142,0.14285714285714285,1,False,False,1,5.5,False,False,False,False
265,101,Medium,Text,GPT,14,1,0.9285714285714286,15.4,0.2857142857142857,0.07142857142857142,0.21428571428571427,0,False,False,1,7.214285714285714,False,False,False,False
266,91,Simple,Text,GPT,16,1,0.875,11.5,0.3125,0.0625,0.125,0,False,False,1,5.6875,False,False,False,False
267,88,Medium,Text,GPT,16,1,0.9375,9.5,0.3125,0.0625,0.125,1,False,False,1,5.5,False,False,False,False
268,70,Simple,Text,GPT,13,1,0.9230769230769231,8.4,0.23076923076923078,0.07692307692307693,0.15384615384615385,1,False,False,1,5.384615384615385,False,False,False,False
269,76,Medium,Text,GPT,13,1,0.9230769230769231,10.3,0.23076923076923078,0.07692307692307693,0.15384615384615385,1,False,False,1,5.846153846153846,False,False,False,False
270,74,Simple,Text,GPT,14,1,0.9285714285714286,7.6,0.2857142857142857,0.07142857142857142,0.14285714285714285,1,False,False,1,5.285714285714286,False,False,False,False
271,82,Medium,Text,GPT,11,1,1.0,20.2,0.2727272727272727,0.09090909090909091,0.2727272727272727,0,False,False,0,7.454545454545454,False,False,False,False
272,73,Simple,Text,GPT,13,1,1.0,5.6,0.23076923076923078,0.15384615384615385,0.15384615384615385,1,False,False,1,5.615384615384615,False,False,False,False
273,83,Medium,Text,GPT,13,1,0.9230769230769231,12.7,0.3076923076923077,0.07692307692307693,0.23076923076923078,0,False,False,1,6.384615384615385,False,False,False,False
274,87,Simple,Text,GPT,14,1,0.9285714285714286,10.7,0.35714285714285715,0.07142857142857142,0.14285714285714285,0,False,False,1,6.214285714285714,False,False,False,False
275,88,Medium,Text,GPT,14,1,0.9285714285714286,10.7,0.21428571428571427,0.07142857142857142,0.2857142857142857,0,False,False,1,6.285714285714286,False,False,False,False
276,85,Simple,Text,GPT,15,1,0.9333333333333333,8.8,0.3333333333333333,0.06666666666666667,0.13333333333333333,1,False,False,1,5.666666666666667,False,False,False,False
277,88,Medium,Text,GPT,13,1,0.9230769230769231,13.9,0.3076923076923077,0.07692307692307693,0.15384615384615385,0,False,False,1,6.769230769230769,False,False,False,False
278,73,Simple,Text,GPT,12,1,0.9166666666666666,7.6,0.3333333333333333,0.08333333333333333,0.16666666666666666,1,False,False,1,6.083333333333333,False,False,False,False
279,90,Medium,Text,GPT,14,1,0.9285714285714286,13.1,0.2857142857142857,0.07142857142857142,0.21428571428571427,0,False,False,1,6.428571428571429,False,False,False,False
280,83,Simple,Text,GPT,14,1,0.9285714285714286,8.4,0.35714285714285715,0.07142857142857142,0.14285714285714285,0,False,False,1,5.928571428571429,False,False,False,False
281,84,Medium,Text,GPT,11,1,1.0,19.0,0.2727272727272727,0.09090909090909091,0.2727272727272727,0,False,False,0,7.636363636363637,False,False,False,False
282,81,Simple,Text,GPT,15,1,1.0,9.2,0.2,0.13333333333333333,0.13333333333333333,1,False,False,1,5.4,False,False,False,False
283,82,Medium,Text,GPT,13,1,0.9230769230769231,11.5,0.38461538461538464,0.07692307692307693,0.15384615384615385,0,False,False,1,6.3076923076923075,False,False,False,False
284,77,Simple,Text,GPT,14,1,0.9285714285714286,8.8,0.2857142857142857,0.07142857142857142,0.14285714285714285,1,False,False,1,5.5,False,False,False,False
285,101,Medium,Text,GPT,14,1,0.9285714285714286,15.4,0.2857142857142857,0.07142857142857142,0.21428571428571427,0,False,False,1,7.214285714285714,False,False,False,False
286,93,Simple,Text,GPT,16,1,0.875,10.3,0.3125,0.0625,0.125,0,False,False,1,5.8125,False,False,False,False
287,88,Medium,Text,GPT,16,1,0.9375,9.5,0.3125,0.0625,0.125,1,False,False,1,5.5,False,False,False,False
288,70,Simple,Text,GPT,13,1,0.9230769230769231,8.4,0.23076923076923078,0.07692307692307693,0.15384615384615385,1,False,False,1,5.384615384615385,False,False,False,False
289,87,Medium,Text,GPT,13,1,0.9230769230769231,16.2,0.3076923076923077,0.07692307692307693,0.15384615384615385,0,False,False,1,6.6923076923076925,False,False,False,False
290,74,Simple,Text,GPT,14,1,0.9285714285714286,7.6,0.2857142857142857,0.07142857142857142,0.14285714285714285,1,False,False,1,5.285714285714286,False,False,False,False
291,79,Medium,Text,GPT,11,1,1.0,15.5,0.2727272727272727,0.09090909090909091,0.2727272727272727,0,False,False,0,7.181818181818182,False,False,False,False
292,72,Simple,Text,GPT,13,1,1.0,5.6,0.23076923076923078,0.15384615384615385,0.15384615384615385,1,False,False,1,5.538461538461538,False,False,False,False
293,79,Medium,Text,GPT,13,1,0.9230769230769231,10.3,0.3076923076923077,0.07692307692307693,0.23076923076923078,0,False,False,1,6.076923076923077,False,False,False,False
294,86,Simple,Text,GPT,14,1,0.9285714285714286,10.7,0.35714285714285715,0.07142857142857142,0.14285714285714285,0,False,False,1,6.142857142857143,False,False,False,False
295,93,Medium,Text,GPT,15,1,0.9333333333333333,11.1,0.26666666666666666,0.06666666666666667,0.26666666666666666,0,False,False,1,6.2,False,False,False,False
296,84,Simple,Text,GPT,15,1,0.9333333333333333,8.8,0.3333333333333333,0.06666666666666667,0.13333333333333333,1,False,False,1,5.6,False,False,False,False
297,86,Medium,Text,GPT,14,1,0.9285714285714286,10.7,0.35714285714285715,0.07142857142857142,0.14285714285714285,0,False,False,2,6.142857142857143,False,False,False,False
298,72,Simple,Text,GPT,12,1,0.9166666666666666,7.6,0.3333333333333333,0.08333333333333333,0.16666666666666666,0,False,False,1,6.0,False,False,False,False
299,87,Medium,Text,GPT,14,1,0.9285714285714286,14.3,0.2857142857142857,0.07142857142857142,0.21428571428571427,0,False,False,1,6.214285714285714,False,False,False,False
300,82,Simple,Text,GPT,14,1,0.9285714285714286,8.4,0.35714285714285715,0.07142857142857142,0.14285714285714285,0,False,False,1,5.857142857142857,False,False,False,False
301,82,Medium,Text,GPT,11,1,1.0,19.0,0.2727272727272727,0.09090909090909091,0.2727272727272727,0,False,False,0,7.454545454545454,False,False,False,False
302,80,Simple,Text,GPT,15,1,1.0,8.0,0.2,0.13333333333333333,0.13333333333333333,1,False,False,1,5.333333333333333,False,False,False,False
303,91,Medium,Text,GPT,13,1,0.9230769230769231,16.2,0.38461538461538464,0.07692307692307693,0.15384615384615385,0,False,False,1,7.0,False,False,False,False
304,76,Simple,Text,GPT,14,1,0.9285714285714286,7.6,0.2857142857142857,0.07142857142857142,0.14285714285714285,1,False,False,1,5.428571428571429,False,False,False,False
305,100,Medium,Text,GPT,14,1,0.9285714285714286,15.4,0.2857142857142857,0.07142857142857142,0.21428571428571427,0,False,False,1,7.142857142857143,False,False,False,False
306,100,Simple,Text,GPT,17,1,0.8823529411764706,11.9,0.29411764705882354,0.058823529411764705,0.17647058823529413,0,False,False,1,5.882352941176471,False,False,False,False
307,87,Medium,Text,GPT,16,1,0.9375,8.4,0.3125,0.0625,0.125,1,False,False,1,5.4375,False,False,False,False
308,69,Simple,Text,GPT,13,1,0.9230769230769231,7.2,0.23076923076923078,0.07692307692307693,0.15384615384615385,1,False,False,1,5.3076923076923075,False,False,False,False
309,91,Medium,Text,GPT,14,1,0.9285714285714286,13.1,0.2857142857142857,0.07142857142857142,0.21428571428571427,0,False,False,1,6.5,False,False,False,False
310,73,Simple,Text,GPT,14,1,0.9285714285714286,6.4,0.2857142857142857,0.07142857142857142,0.14285714285714285,1,False,False,1,5.214285714285714,False,False,False,False
311,83,Medium,Text,GPT,11,1,1.0,17.8,0.2727272727272727,0.09090909090909091,0.2727272727272727,0,False,False,0,7.545454545454546,False,False,False,False
312,72,Simple,Text,GPT,13,1,1.0,5.6,0.23076923076923078,0.15384615384615385,0.15384615384615385,1,False,False,1,5.538461538461538,False,False,False,False
313,84,Medium,Text,GPT,13,1,0.9230769230769231,13.9,0.38461538461538464,0.07692307692307693,0.15384615384615385,0,False,False,1,6.461538461538462,False,False,False,False
314,86,Simple,Text,GPT,14,1,0.9285714285714286,10.7,0.35714285714285715,0.07142857142857142,0.14285714285714285,1,False,False,1,6.142857142857143,False,False,False,False
315,102,Medium,Text,GPT,16,1,0.9375,12.7,0.25,0.0625,0.25,0,False,False,2,6.375,False,False,False,False
316,84,Simple,Text,GPT,15,1,0.9333333333333333,8.8,0.3333333333333333,0.06666666666666667,0.13333333333333333,1,False,False,1,5.6,False,False,False,False
317,85,Medium,Text,GPT,14,1,0.9285714285714286,10.7,0.2857142857142857,0.07142857142857142,0.21428571428571427,0,False,False,2,6.071428571428571,True,False,False,False
318,72,Simple,Text,GPT,12,1,0.9166666666666666,7.6,0.3333333333333333,0.08333333333333333,0.16666666666666666,1,False,False,1,6.0,False,False,False,False
319,84,Medium,Text,GPT,14,1,0.9285714285714286,10.7,0.2857142857142857,0.07142857142857142,0.21428571428571427,0,False,False,1,6.0,False,False,False,False
320,82,Simple,Text,GPT,14,1,0.9285714285714286,8.4,0.35714285714285715,0.07142857142857142,0.14285714285714285,1,False,False,1,5.857142857142857,False,False,False,False
321,99,Medium,Text,GPT,14,1,1.0,16.6,0.35714285714285715,0.07142857142857142,0.21428571428571427,0,False,False,0,7.071428571428571,False,False,False,False
322,75,Simple,Text,GPT,13,1,1.0,8.0,0.23076923076923078,0.15384615384615385,0.15384615384615385,1,False,False,1,5.769230769230769,False,False,False,False
323,82,Medium,Text,GPT,13,1,0.9230769230769231,11.5,0.38461538461538464,0.07692307692307693,0.15384615384615385,0,False,False,1,6.3076923076923075,False,False,False,False
324,71,Simple,Text,GPT,12,1,0.9166666666666666,7.6,0.3333333333333333,0.08333333333333333,0.16666666666666666,1,False,False,1,5.916666666666667,False,False,False,False
